,ETFBZQ,ETFRUSS,ETFBIS,ETFJJT,ETFBDD,ETFNUGT,ETFDWTI,ETFDTO,ETFCVOL,ETFDFVS,ETFUGAZ,ETFTZA,ETFEDZ,ETFFUE,ETFRXD,ETFSRTY,ETFSCO,ETFDIRT,ETFGRN,ETFURR,ETFBOIL,ETFSZO,ETFSDD,ETFEEV,ETFJNUG,ETFDPK,ETFMIDZ,ETFUVXY,ETFDAG,ETFTWM,ETFEWV,ETFCHIM,ETFAGF,ETFEFU,ETFGDX,ETFGREK,ETFTVIX,ETFDNO,ETFPSAU,ETFEQLT,ETFSMN,ETFHDGE
2015-02-05,83.910004,17.790001,40.689999,41.799999,6.88,19.230001,110.470001,88.389999,1.08,31.6,2.48,11.6,33.18,8.44,14.13,29.84,76.190002,36.040001,8.52,19.799999,11.96,61.860001,38.630001,18.32,35.270002,31.459999,11.33,25.610001,4.69,38.860001,59.580002,14.86,12.84,40.779999,22.58,12.42,2.86,56.529999,19.26,27.9,28.18,11.42
2015-02-06,88.769997,16.299999,41.720001,41.509998,6,16.110001,102.900002,83.379997,1.17,33.419998,2.41,11.62,34.91,8.5,14.16,29.93,72.75,36.27,8.94,19.27,11.7,59.950001,38.619999,18.950001,30.010001,32.689999,11.46,27.8,4.65,38.950001,60.720001,14.81,12.84,41.84,21.33,11.85,3.06,55.130001,18.26,27.889999,28.290001,11.45
2015-02-09,86.480003,15.88,42.360001,37.650002,7.01,16.92,97.639999,80.239998,1.17,33.5,2.49,11.9,35.049999,8.5,14.65,30.67,70.459999,36.200001,8.7,19.299999,12.01,61.349998,39.34,18.99,31.970002,33.080002,11.6,28.160001,4.68,39.57,61.799999,14.63,12.75,42.130001,21.690001,11.41,3.1,54.240002,18.540001,27.889999,28.26,11.49
2015-02-10,91.370003,14.85,41.09,37.650002,6.71,15.87,109,89.220001,1.11,33.799999,2.72,11.68,35.360001,8.25,14.65,30.09,76.080002,36.450001,8.7,19.07,12.7,62.889999,39.34,19.110001,30.110001,32.169998,11.35,26.029999,4.64,39.07,60.16,14.52,12.83,41.360001,21.280001,12.28,2.88,56.52,18.18,27.9,28.139999,11.4
2015-02-11,95.110001,14.53,41.299999,38.959999,6.71,15.030001,116,93.550003,1.12,33.779999,3.1,11.72,36.110001,8.25,14.24,30.200001,79.230003,36,8.59,19.15,13.84,65.760002,38.740002,19.299999,28.870002,32.75,11.36,26.260001,4.6,39.16,59.919998,14.65,12.83,41.849998,20.860001,11.94,2.91,57.75,17.809999,27.93,28.209999,11.41
2015-02-12,87.589996,12.4,40.419998,39.669998,6.62,15.560001,103.300003,86.43,0.99,33.540001,2.79,11.32,33.799999,8.25,14.24,29.139999,73.5,36.189999,9.19,19.4,12.9,64.309998,38.139999,18.540001,29.760001,31.51,11.02,23.180001,4.63,38.32,59.27,14.7,13.07,40.540001,21.15,12.99,2.62,55.560001,18.110001,28.25,27.280001,11.17
2015-02-13,84.800003,11.59,39.669998,39.669998,6,15.780001,95.900002,81.309998,0.96,33.700001,2.97,11.1,32.610001,8.29,13.98,28.610001,70.050003,36.610001,9.4,19.48,13.45,60,37.52,18.1,30.9,30.549999,10.84,22.57,4.69,37.799999,57.41,14.7,13.35,40,21.26,13.65,2.57,54.240002,18.26,28.299999,26.75,11.05
2015-02-17,83.230003,11.75,38.869999,26.76,6.72,14.3,93.400002,79.400002,0.96,34.630001,2.96,11.04,32.860001,8.24,13.81,28.360001,68.949997,36.610001,9.31,19.52,13.45,60.919998,37.299999,18.209999,28.179999,30.360001,10.83,22.680001,4.8,37.610001,57.380001,15.03,13.53,39.84,20.57,13.33,2.58,53.380001,17.68,28.450001,26.77,11.03
2015-02-18,82.970001,11.36,38.259998,39.93,6.72,15.230001,100.239998,85.309998,0.96,34.049999,3.06,11,32.869999,8.24,13.74,28.299999,72.889999,36.93,9.25,19.450001,13.73,60.330002,37.220001,18.200001,30.279999,29.82,10.73,22.330001,4.69,37.529999,55.360001,15.03,13.04,39.32,21.040001,12.84,2.53,55.279999,18.059999,28.26,26.709999,11.01
2015-02-19,84.980003,11.66,37.619999,38.009998,6.76,14.210001,103,87.199997,0.96,33.759998,3.13,10.96,33.290001,8.29,13.74,28.219999,73.959999,36.470001,9.3,19.200001,13.92,64.510002,37.259998,18.32,28.370002,29.700001,10.78,21.37,4.68,37.470001,54.91,14.97,13.04,39.25,20.540001,12.82,2.42,55.82,17.68,28.42,26.459999,10.98
2015-02-20,85.389999,11.66,36.740002,38.009998,6.65,13.99,110.389999,91.769997,0.91,34.32,3.51,10.88,32.610001,8.34,13.42,28.030001,76.730003,36.639999,9.38,19.459999,14.96,64.860001,37.259998,18.120001,27.09,28.629999,10.53,19.810001,4.57,37.299999,53.669998,14.97,13.18,38.450001,20.450001,14.11,2.28,57.02,17.67,28.1,26.35,10.89
2015-02-23,86.019997,13.62,36.349998,37.959999,6.6,14.160001,120.010002,98.139999,0.91,33.939999,3.22,10.84,33.560001,8.54,13.3,27.93,80.739998,36.009998,9.48,19.280001,14.13,64.709999,37.34,18.450001,26.729999,29.09,10.56,19.95,4.5,37.200001,54.299999,15.05,13.18,38.759998,20.540001,13.67,2.3,58.740002,17.700001,28.24,26.32,10.95
2015-02-24,81.209999,12.76,36.889999,40.02,6.8,13.880001,121.849998,98.980003,0.86,33.369999,3.24,10.8,32.119999,8.54,13.36,27.85,81.239998,36.32,9.25,19.25,14.15,65.019997,37.34,17.969999,26.89,28.790001,10.49,18.280001,4.55,37.110001,54,15.18,12.66,38.290001,20.42,13.99,2.13,58.77,17.790001,28.549999,26.1,10.91
2015-02-25,83.629997,12.1,35.970001,39.779999,6.8,14.680001,108.82,91.919998,0.86,32.990002,3.15,10.77,32.330002,8.29,13.34,27.719999,74.959999,36,9.25,19.33,13.93,63.290001,36.860001,17.98,28,28.68,10.53,18.49,4.49,37.029999,54.040001,15.25,12.72,38.34,20.790001,13.67,2.17,56.790001,18,28.58,26.200001,10.87
2015-02-26,84.809998,12.46,35.73,39.779999,6.87,15,118.400002,98.870003,0.86,32.990002,2.6,10.65,32.310001,8.4,13.24,27.459999,78.879997,36,8.9,18.719999,12.44,64.43,36.860001,18.01,28.570002,28.74,10.59,18.05,4.49,36.779999,53.32,15.25,12.7,38.439999,20.959999,13.43,2.08,58.720001,17.950001,28.58,26.610001,10.89
2015-02-27,82.75,11.72,36.389999,39.720001,6.77,15.67,116.300003,97.699997,0.84,32.990002,2.64,10.81,32.419998,8.4,13.33,27.870001,76.910004,36.400002,8.49,18.709999,12.57,64.93,36.84,18.02,29.19,28.82,10.71,17.84,4.58,37.139999,53.650002,15.39,12.7,38.450001,21.280001,12.95,2.08,58.290001,18.219999,28.58,26.719999,10.94
2015-03-02,86.599998,12.54,35.869999,39.369999,6.76,14.530001,112.440002,95.720001,0.8,33.860001,2.6,10.57,32.52,8.55,13.21,27.219999,76.550003,36.599998,8.5,18.74,12.5,64.790001,36.619999,18.08,27.95,28.639999,10.47,16.680001,4.5,36.560001,54.16,15.39,12.72,38.41,20.76,12.74,1.99,57.82,17.85,28.65,26.379999,10.88
2015-03-03,88.300003,11.43,36.18,26.76,6.6,13.79,109.110001,93.849998,0.83,33.860001,2.63,10.75,33.259998,8.55,13.35,27.719999,74.910004,36.09,9.31,18.65,12.51,63.540001,36.619999,18.35,27,29.139999,10.63,17.360001,4.47,37.02,54.310001,15.14,12.48,38.77,20.379999,12.55,2.03,57.139999,17.559999,28.620001,26.700001,10.94
2015-03-04,93,12.27,35.759998,26.76,6.63,13.060001,100.080002,88.699997,0.83,34.200001,2.8,10.85,34.259998,7.99,13.22,27.959999,72.07,36.049999,8.83,18.32,13.08,64.519997,37.490002,18.74,25,29.48,10.77,17.32,4.39,37.240002,54.599998,15.14,12.48,39.07,20.040001,12.42,2.01,55.529999,17.27,28.620001,26.879999,11
2015-03-05,95.349998,11.72,34.130001,36,6.56,13.15,104.959999,91.550003,0.81,34.200001,3.01,10.76,34.439999,8.4,13.1,27.73,73.580002,35.43,8.56,18.139999,13.73,62.619999,37.490002,18.77,25.09,29.32,10.72,16.87,4.36,37.02,53.849998,15.21,12.52,38.880001,20.08,12.38,1.98,56.450001,17.209999,28.23,27.08,10.99
2015-03-06,100.739998,12.67,35.169998,39.580002,6.44,10.32,112.510002,96.269997,0.86,34.869999,2.99,11.16,36.02,8.32,13.53,28.82,77.029999,35.330002,8.56,17.49,13.59,65.120003,38.25,19.34,19.59,30.48,11.11,18.380001,4.34,37.970001,53.939999,15.18,12.55,39.939999,18.58,11.82,2.1,57.860001,16.08,28.280001,27.889999,11.16
2015-03-09,108,13.22,35.049999,39.580002,6.64,9.14,110.120003,95.459999,0.86,34.869999,2.54,11.02,36.450001,8.32,13.4,28.450001,76.589996,35.330002,8.6,17.4,12.26,64.309998,38.25,19.51,16.5,30.370001,10.99,17.84,4.34,37.639999,54.330002,15.14,12.39,39.84,17.91,11.46,2.03,57.509998,15.37,28.18,27.83,11.18
2015-03-10,110.129997,14.83,35.330002,39.880001,6.64,8.72,118.519997,99.830002,0.9,34.869999,2.62,11.41,38.91,8.04,13.58,29.360001,79.959999,35.299999,8.42,16.969999,12.5,66.209999,38.709999,20.389999,14.610001,32.389999,11.4,18.92,4.3,38.5,55.900002,15.25,12.39,41.220001,17.67,11.35,2.14,58.810001,15.09,27.879999,28.76,11.32
2015-03-11,109.07,14,35.16,26.76,6.37,9.5,120.800003,100.919998,0.95,34.869999,2.91,11.18,37.959999,7.95,13.67,28.82,80.949997,35.299999,8.42,16.450001,13.43,67.849998,38.709999,20.049999,16.67,32.09,11.17,19.82,4.31,38.009998,54.869999,14.99,12.32,41.330002,18.200001,11.16,2.22,59.220001,15.32,27.75,28.690001,11.32
2015-03-12,110.860001,14.21,34.669998,26.76,6.45,9.32,128.309998,104.709999,0.87,34.869999,2.67,10.63,37.240002,8.04,13.31,27.42,84.239998,35.470001,8.23,16.530001,12.67,68.5,37.369999,19.799999,15.810001,30.91,10.76,17.5,4.38,36.75,52.57,14.9,12.4,40.369999,18.07,11.08,2.01,60.360001,15.48,27.75,28.1,11.23
2015-03-13,118.540001,15.59,34.549999,26.76,6.55,9.31,142,111.190002,0.9,34.869999,2.63,10.75,38.599998,8.12,13.43,27.700001,90.029999,34.91,8.23,16.27,12.51,70.919998,37.16,20.280001,16.760001,31.35,10.96,18.230001,4.18,37.02,52.549999,14.91,12.48,41.029999,18.07,10.68,2.07,62.540001,15.4,27.969999,28.700001,11.32
2015-03-16,116.739998,15.28,32.91,26.76,6.56,9.35,154.339996,116.139999,0.85,34.869999,2.63,10.54,37.209999,8.13,12.78,27.200001,95.099998,34.91,8.23,16.530001,12.59,71.839996,37.16,19.790001,15.99,30.35,10.59,17.4,4.22,36.560001,52.549999,14.67,12.19,39.82,18.110001,10.65,2.01,64.300003,15.34,28.41,28.83,11.25
2015-03-17,109.239998,14.78,32.419998,26.76,6.56,9.06,166.080002,120.32,0.85,34.869999,2.92,10.47,35.93,8,12.85,27,99.769997,34.16,8.23,16.58,13.49,74,36.599998,19.32,14.960001,30.549999,10.54,17.230001,4.1,36.360001,52.57,14.67,12.26,40.310001,17.93,10.83,1.97,65.870003,15.2,28.280001,29.370001,11.21
2015-03-18,102.970001,12.63,32.080002,26.76,6.59,10.45,141.970001,111.839996,0.78,34.869999,3.09,10.23,33.290001,7.89,12.74,26.34,90.150002,34.16,8.23,17.25,14,69.949997,36.560001,18.4,18.22,28.700001,10.21,15.7,4.21,35.84,50.57,14.91,12.12,38.369999,18.84,10.55,1.83,62.560001,15.96,28.280001,28.389999,11.06
2015-03-19,109.949997,14.25,30.809999,35.779999,6.6,10.23,160,118.809998,0.79,32.5,2.81,10.14,34.959999,7.89,12.38,26.17,97.620003,34.919998,8.23,16.700001,13.16,74.949997,36.560001,19,18.3,29.690001,10.26,15.72,4.12,35.650002,51.41,14.91,12.22,39.18,18.709999,10.16,1.79,65.239998,15.86,28.58,29.379999,11.07
2015-03-20,101.019997,12.67,30.639999,26.76,6.6,11.26,149.449997,115.209999,0.79,32.049999,2.74,9.88,33.419998,7.61,12.24,25.48,93.379997,35.380001,8.43,17.25,12.94,73,35,18.469999,20.45,27.690001,9.94,15.260001,4.39,35,50.27,14.78,12.22,37.5,19.33,10.75,1.73,63.869999,16.35,28.75,28.91,10.95
2015-03-23,96.660004,13.02,31.940001,26.76,7,11.99,140.100006,111.650002,0.77,32.049999,2.61,9.9,33.139999,7.68,12.23,25.540001,89.57,35.380001,8.94,17.860001,12.54,73,35.049999,18.35,22.210001,27.200001,9.97,14.7,4.41,35.07,50.27,14.83,12.82,37.080002,19.75,11.13,1.69,62.490002,16.719999,28.75,28.84,10.88
2015-03-24,96.709999,12.06,32.389999,35.23,7.03,11.82,139.5,111.300003,0.79,31.700001,2.73,9.91,32.720001,7.6,12.2,25.58,89.309998,35.630001,9.01,17.66,12.92,72.050003,34.84,18.190001,22.4,27.360001,10.09,14.54,4.44,35.110001,51,14.78,12.82,37.240002,19.639999,11.54,1.65,62.439999,16.65,28.74,29.059999,10.93
2015-03-25,99.889999,11.9,34.740002,38.209999,7.03,11.33,124.949997,105.43,0.87,31.700001,2.55,10.61,34.299999,7.99,12.97,27.33,83.199997,35.630001,8.85,17.75,12.42,68.519997,34.84,18.76,21.480001,27.75,10.6,15.82,4.37,36.740002,49.509998,14.97,12.38,37.59,19.360001,11.18,1.79,60.279999,16.5,28.450001,29.620001,11.12
2015-03-26,104.25,12.62,35.16,37.68,6,10.78,107,96.470001,0.89,32.189999,2.38,10.65,35.200001,7.99,13.07,27.459999,75.220001,34.939999,8.48,17.559999,11.82,67.889999,34.700001,19.09,20,28.549999,10.69,15.630001,4.25,36.84,50.650002,14.97,12.74,38.27,19.07,11.02,1.76,57.380001,16.16,28.209999,29.559999,11.2
2015-03-27,108.75,13.2,33.790001,37.68,6.95,10.38,126.339996,107.57,0.84,32.189999,2.29,10.45,34.93,7.9,12.84,26.950001,84,34.939999,8.48,17.559999,11.52,68.760002,36.209999,18.99,19.02,28.280001,10.53,15.24,4.17,36.360001,50.389999,14.79,12.46,38.209999,18.84,10.9,1.72,60.639999,16.1,28.049999,29.52,11.15
2015-03-30,102.980003,11.68,32.990002,37.68,6.95,9.79,124.900002,107.019997,0.78,31.629999,2.27,10.02,32.849998,8.13,12.58,25.82,83.459999,34.939999,8.5,17.219999,11.43,70,35.41,18.24,17.1,28.120001,10.07,14.310001,4.26,35.380001,49.779999,15.84,12.35,37.970001,18.469999,10.97,1.62,60.48,15.73,28.65,28.690001,11.02
2015-03-31,101.190002,12.11,34.5,36.82,6.95,9.42,133.300003,111,0.84,31.459999,2.25,10.11,33.16,8.13,12.72,26.09,87.139999,34.939999,8.49,16.98,11.39,71.75,35.41,18.34,16.960001,29.52,10.17,15.05,4.17,35.599998,51.5,15.84,12.35,39.360001,18.24,11.02,1.7,61.889999,15.54,28.51,29.059999,11.08
2015-04-01,95.5,10.7,35.07,36.82,6.95,10.9,114.910004,101.290001,0.87,31.459999,2.17,10.11,31.860001,7.99,13.32,26.059999,79.32,35.110001,8.66,16.940001,11.13,69,35.84,17.9,19.87,29,10.31,15,4.25,35.630001,51.84,15.84,12.8,38.66,19.209999,10.91,1.7,59.119999,16.27,28.27,29.139999,11.13
2015-04-02,89.610001,9.54,35.220001,36.82,7.01,10.55,115.010002,101.599998,0.86,31.459999,2.43,10.03,30.469999,7.99,13.13,25.889999,79.400002,35.110001,8.72,17.58,12,68,35.380001,17.370001,19.04,28.309999,10.17,14.410001,4.36,35.450001,50.41,16.700001,12.8,37.939999,18.99,11.13,1.63,59.07,16.09,28.27,29,11.07
2015-04-06,87.120003,8.85,35.41,36.82,6.87,11.71,97.5,90.489998,0.81,30.219999,2.27,9.91,29.27,8.19,13.1,25.58,71.25,35.110001,8.72,17.639999,11.5,65.949997,35.380001,16.91,21.810001,27.280001,9.91,13.810001,4.35,35.130001,49.060001,16.969999,12.49,37.220001,19.700001,11.36,1.57,56.189999,16.639999,28.27,28.469999,10.95
2015-04-07,88.089996,8.75,34.740002,36.82,6.95,10.82,87.25,82.32,0.81,30.809999,2.31,10.09,29.66,8.19,13.02,26.07,66.370003,35.110001,8.72,17.23,11.6,62.150002,35.380001,17.049999,20.2,27.360001,10.16,13.72,4.31,35.57,48.68,17.280001,12.49,37.25,19.190001,11.01,1.55,54.209999,16.33,28.27,28.540001,10.98
2015-04-08,83.989998,8.44,32.700001,36.82,6.95,10.63,99.75,94.68,0.8,30.809999,2.19,9.85,27.85,8.19,12.86,25.389999,72.879997,35.110001,8.68,17.33,11.2,66.349998,35.5,16.34,19.330001,27.08,10.03,13.19,4.24,34.98,48.610001,19.08,12.35,36.990002,19.09,11.07,1.5,56.919998,16.24,28.59,28.49,10.9
2015-04-09,84.489998,7.82,32.439999,36.82,7.1,10.37,101.150002,94.949997,0.77,31.549999,1.99,9.94,26.98,7.96,12.66,25.639999,73.389999,35.040001,8.49,16.780001,10.54,67.400002,35.810001,16.040001,18.65,26.93,10.03,12.32,4.17,35.200001,49.009998,20.24,12.35,36.869999,18.91,10.97,1.4,57.029999,16.17,28.68,28.190001,10.89
2015-04-10,83.220001,8.64,31.65,36.82,7.18,11.23,94.599998,89.599998,0.71,31.780001,1.93,9.79,26.860001,7.96,12.45,25.290001,70.400002,35.040001,8.49,16.389999,10.28,64.449997,35.09,15.99,20.39,26.879999,9.95,11.22,4.19,34.880001,48.5,19.969999,12.35,36.720001,19.450001,11.07,1.27,55.82,16.48,28.82,28.17,10.86
2015-04-13,86.089996,8.12,31.57,35.580002,7.09,10.88,93.199997,88.5,0.73,31.58,1.9,9.79,27.379999,8.09,12.54,25.23,69.650002,34.450001,8.43,16.530001,10.2,64.449997,35.09,16.200001,19.2,27.35,10.05,11.79,4.1,34.82,49,20.280001,12.35,36.720001,19.26,10.88,1.34,55.580002,16.290001,28.85,28.309999,10.9
2015-04-14,83.220001,7.71,31.73,35.720001,7.09,11.17,88.5,84.540001,0.74,30.77,1.96,9.79,27.030001,8.09,12.57,25.24,67.360001,34.509998,8.5,16.530001,10.42,62.5,35.09,16.040001,19.280001,26.709999,10.02,11.55,4.1,34.830002,48.400002,19.950001,12.2,36.669998,19.41,10.65,1.31,54.599998,16.450001,28.85,28.07,10.87
2015-04-15,79.18,6.54,31.09,34.98,7.08,12.1,75.5,73.029999,0.69,30.629999,2.1,9.56,26.48,8.09,12.44,24.67,61.599998,34.509998,8.43,16.799999,10.89,58.060001,35.09,15.84,21.830001,26.299999,9.88,11.04,4.14,34.32,47.529999,19.49,12.2,36.27,19.98,10.4,1.25,52.07,16.91,28.85,27.389999,10.73
2015-04-16,79.160004,6.55,31,34.98,7.39,11.64,72.699997,69.919998,0.71,30.48,2.3,9.59,25.77,8.09,12.38,24.77,59.740002,34.509998,8.68,17.16,11.58,58.98,35.09,15.55,21.280001,26.09,9.95,10.58,4.35,34.400002,47.709999,19.68,12.1,36.150002,19.74,10.38,1.2,51.389999,16.780001,28.85,27.549999,10.74
2015-04-17,82.25,7.66,31.870001,32.5,7.33,11.63,73.800003,70.980003,0.75,30.52,2.2,10.04,27.209999,8.16,12.65,25.959999,60.27,34.509998,8.47,17.15,11.27,59.029999,35.849998,16.110001,20.89,27.049999,10.32,11.29,4.35,35.5,48.279999,19.309999,12.11,36.990002,19.719999,10.47,1.27,51.66,16.74,28.43,27.91,10.97
2015-04-20,82.269997,7.85,31.610001,32.5,7.2,11.85,73.589996,70.610001,0.71,30.68,1.97,9.75,27.26,7.94,12.47,25.190001,59.830002,33.240002,8.54,17.07,10.52,57,35.060001,16.139999,21.25,27,10.04,10.55,4.57,34.790001,48.259998,18.73,12.11,36.990002,19.83,10.21,1.19,51.599998,16.76,28.700001,27.52,10.84
2015-04-21,82.419998,7.62,30.389999,33.610001,7.07,12.06,77.900002,75.800003,0.7,30.790001,2.03,9.78,26.780001,7.94,12.32,25.27,62.110001,34.509998,8.54,17.049999,10.78,62.139999,35.060001,15.94,21.860001,26.27,10.05,10.55,4.89,34.900002,46.900002,19.629999,12.1,36.27,19.969999,9.97,1.19,52.57,16.82,28.76,27.92,10.83
2015-04-22,78.410004,7.47,30.540001,33.610001,7.07,10.91,79.099998,77.260002,0.68,31.52,2.11,9.73,25.93,8.1,12.34,25.139999,62.540001,34.509998,8.54,17.02,10.97,60.02,35.060001,15.6,19.830001,26.139999,9.96,10.32,4.86,34.759998,45.790001,19.93,12.1,36.139999,19.309999,10.41,1.18,52.91,16.450001,28.76,28,10.76
2015-04-23,74.279999,7.07,29.85,33.610001,7.03,11.64,73.93,72,0.68,31.26,1.96,9.62,25.309999,8.1,12.18,24.799999,59.549999,34.509998,8.72,17.129999,10.45,57.549999,35.060001,15.39,21.24,25.790001,9.82,10.12,4.7,34.450001,46,19.9,12.1,35.790001,19.780001,10.54,1.16,51.709999,16.75,29.01,27.610001,10.7
2015-04-24,70.559998,6.99,30.5,34.700001,7.23,10.96,75.190002,73.209999,0.67,31.26,1.93,9.69,25.07,7.89,12.32,25.040001,59.75,34.509998,8.74,17.389999,10.37,57.549999,35.060001,15.27,19.69,25.43,9.93,9.93,4.64,34.68,46,19.9,12.1,35.790001,19.360001,10.96,1.13,52.040001,16.6,28.9,27.35,10.78
2015-04-27,71.699997,7.39,33.029999,34.700001,7.23,11.63,76.800003,75.010002,0.69,30.84,1.79,10.01,24.809999,7.99,12.77,25.9,60.860001,34.509998,8.95,17.389999,9.83,58.200001,35.57,15.17,21.430001,24.959999,10.16,10.52,5,35.439999,45.639999,20.09,12.1,35.07,19.76,11.58,1.2,52.240002,16.950001,28.75,26.790001,10.78
2015-04-28,72.040001,7.16,33.810001,34.700001,7.55,12.92,75.900002,74.029999,0.66,31.190001,1.84,9.86,24.66,7.99,12.72,25.450001,60.66,34.509998,8.77,17.83,9.98,58.200001,35.119999,15.1,23.85,24.91,10.06,9.75,5.11,35.049999,45.580002,20.139999,12.1,35.040001,20.530001,11.6,1.12,52.169998,17.57,28.809999,26.68,10.74
2015-04-29,73.449997,7.1,33.779999,34.700001,7.55,13.360001,70.059998,67.540001,0.68,31.700001,1.95,10.15,25.58,7.99,12.94,26.219999,58.110001,34.25,8.46,18.309999,10.43,57,35.119999,15.46,23.530001,25.66,10.24,10.26,5.16,35.77,46.400002,20.450001,12.16,35.52,20.719999,11.58,1.18,50.810001,17.709999,28.68,26.690001,10.78
2015-04-30,74.330002,7.15,35.91,34.700001,7.55,12.2,66.059998,62.43,0.73,32.169998,2.27,10.8,26.700001,8.12,13.29,27.940001,56.189999,34.25,8.82,18.719999,11.5,57,37.07,15.91,21.5,26.360001,10.59,10.82,4.99,37.279999,48.59,20.540001,12.1,36.349998,20.110001,12.36,1.22,49.779999,17.120001,28.4,27.209999,10.98
2015-05-01,74.150002,6.98,33.810001,34.700001,7.99,12.41,66.650002,62.900002,0.65,32.099998,2.38,10.6,26.18,7.89,13,27.379999,56.490002,34.25,8.82,18.700001,11.94,56.599998,36.91,15.72,21.55,25.469999,10.32,9.77,4.96,36.799999,47.779999,20.540001,12.1,35.450001,20.27,12.47,1.13,50.029999,17.26,28.42,26.370001,10.86
2015-05-04,74.57,6.98,33.52,34.700001,8,12.69,68.139999,63.599998,0.64,32.209999,2.48,10.49,25.77,7.83,12.8,27.07,57.119999,34.25,9.18,18.25,12.27,55.490002,36.360001,15.55,23.160001,25.620001,10.19,9.81,4.84,36.540001,47.619999,21.370001,12.1,35.540001,20.41,11.91,1.13,50.389999,17.370001,28.42,26.51,10.82
2015-05-05,72.599998,6.63,34.889999,36.490002,8.28,12.34,63.060001,60.75,0.68,32.52,2.42,10.87,26.549999,7.89,13,28.09,54.740002,34.25,9.15,18.58,12.01,53.939999,36.619999,15.88,22.4,26.75,10.58,10.45,4.59,37.470001,48.84,20.370001,11.77,36.68,20.219999,11.48,1.18,49.080002,17.26,28.299999,27.09,10.93
2015-05-06,73.800003,6.87,34.23,36.490002,8.03,11.4,62.450001,60.310001,0.7,32.869999,2.38,10.77,27.549999,7.89,13.18,27.84,54.360001,34.200001,8.49,19.110001,11.84,54.209999,37.369999,16.280001,21.34,26.59,10.55,10.79,4.9,37.220001,48.93,19.799999,11.77,36.709999,19.709999,12.41,1.23,48.93,17.07,28.030001,27.129999,10.98
2015-05-07,73.150002,6.73,33.639999,26.76,7.92,11.61,67.940002,64.190002,0.67,32.59,2.31,10.63,27.709999,7.8,13.02,27.469999,57.650002,34.200001,8.75,18.889999,11.63,55.799999,36.790001,16.35,21.5,26.700001,10.47,10.65,5.02,36.919998,48.799999,19.5,11.82,36.709999,19.83,12.74,1.2,50.48,16.950001,28.32,26.940001,10.93
2015-05-08,70.32,6.56,32.119999,34.849998,7.88,11.84,65.760002,62.860001,0.64,31.91,2.59,10.4,26.620001,7.8,12.58,26.879999,56.389999,34.200001,8.75,18.68,12.56,57.799999,35.950001,15.88,22.07,24.889999,10.17,9.52,5.06,36.369999,46.360001,20.01,11.82,34.959999,19.969999,12.65,1.09,49.869999,17.110001,28.709999,26.16,10.87
2015-05-11,73.300003,6.5,32.060001,34.849998,7.8,11.9,66.290001,63.049999,0.64,32.84,2.47,10.38,27.41,8,12.46,26.83,56.66,34.200001,9.23,18.32,12.13,57.849998,35.93,16.219999,22.44,25.51,10.18,10.05,5.1,36.330002,47.57,19.99,12.01,35.549999,20.02,12.14,1.14,50,17.049999,28.639999,26.4,10.82
2015-05-12,72.800003,6.26,32.139999,34.849998,7.86,12.42,62.599998,60.860001,0.66,32.860001,2.68,10.43,27.639999,8,12.71,26.940001,54.549999,34.200001,10.36,18.66,12.89,55.650002,36.52,16.299999,23.6,25.530001,10.25,9.97,4.88,36.470001,47.900002,19.469999,12.41,35.59,20.290001,12.3,1.13,49.110001,17.360001,28.639999,26.959999,10.83
2015-05-13,74.870003,6.34,32.25,34.849998,7.93,13.3,63.630001,61.610001,0.65,32.32,2.78,10.44,27.5,7.89,12.55,26.950001,55.200001,34.200001,10.2,19.110001,13.19,54.849998,36.18,16.24,25.580001,25,10.22,9.65,5.03,36.439999,47.900002,19.469999,11.82,35.119999,20.780001,12.26,1.1,49.27,17.84,28.639999,27.110001,10.86
2015-05-14,71.519997,6.32,31.42,34.849998,7.81,13.4,64.449997,62.169998,0.63,31.91,2.99,10.12,26.68,7.89,12.41,26.110001,55.68,34.200001,10.2,19.32,13.84,54.799999,36.18,15.92,25.39,24.16,9.88,9.24,5.29,35.700001,47.07,19.07,12.44,34.349998,20.82,12.7,1.05,49.610001,17.85,28.76,26.549999,10.78
2015-05-15,70.279999,6.03,31.35,34.849998,7.61,13.24,64.620003,62.290001,0.61,31.74,3.01,10.14,26.07,7.9,12.41,26.16,55.810001,34.200001,10.2,19.379999,13.95,55.77,35.790001,15.68,25.860001,24.01,9.92,9.07,5.5,35.75,46.32,19.07,12.44,34.349998,20.719999,12.42,1.04,49.59,17.799999,28.719999,26.34,10.75
2015-05-18,73.989998,6.22,30.620001,34.849998,7.49,13.260001,65.25,62.630001,0.57,32.119999,3.03,9.81,26.870001,7.8,12.23,25.32,56.169998,34.200001,9.7,19,13.93,56.310001,35.029999,15.96,25.820002,24.26,9.67,8.47,5.71,34.959999,45.689999,19.959999,12.2,34.5,20.75,12.47,0.97,49.830002,17.73,28.860001,26.52,10.68
2015-05-19,76.419998,6.58,30.530001,34.799999,7.27,11.86,73,67.5,0.57,33.169998,2.86,9.82,26.719999,7.87,12.13,25.42,60.549999,33.959999,9.86,18.370001,13.42,58.529999,35.200001,15.94,23.510001,24.530001,9.72,8.23,5.51,35.040001,45.560001,20.290001,12.2,34.700001,20,12.54,0.93,51.73,17.23,28.9,26.870001,10.69
